endTime,artistName,trackName,msPlayed
6/20/21 5:40,The Ringer NBA Show,"Crazy Clippers Comeback, Sixers Force Game 7 and What Does The Kemba Trade Mean? | The Answer",1111771
6/20/21 15:22,"Follow Him: A Come, Follow Me Podcast featuring Hank Smith & John Bytheway",Doctrine & Covenants 64-66 : Part II : Dr. S. Michael Wilcox,17368
6/20/21 15:46,"Follow Him: A Come, Follow Me Podcast featuring Hank Smith & John Bytheway",Doctrine & Covenants 64-66 : Part I : Dr. S. Michael Wilcox,1087692
6/20/21 16:00,Brian Windhorst & The Hoop Collective,"Big Changes For The Mavs, Trae Young Amazes, 76ers Collapse, Clippers Surprise",819153
6/20/21 18:04,"Follow Him: A Come, Follow Me Podcast featuring Hank Smith & John Bytheway",Doctrine & Covenants 64-66 : Part I : Dr. S. Michael Wilcox,718309
6/20/21 20:15,"Follow Him: A Come, Follow Me Podcast featuring Hank Smith & John Bytheway",Doctrine & Covenants 64-66 : Part I : Dr. S. Michael Wilcox,2198401
6/20/21 20:47,"Follow Him: A Come, Follow Me Podcast featuring Hank Smith & John Bytheway",Doctrine & Covenants 58-59 : Dr. Alexander L. Baugh Part I,1642724
6/20/21 21:51,Brian Windhorst & The Hoop Collective,"Big Changes For The Mavs, Trae Young Amazes, 76ers Collapse, Clippers Surprise",552565
6/20/21 22:18,Brian Windhorst & The Hoop Collective,"Big Changes For The Mavs, Trae Young Amazes, 76ers Collapse, Clippers Surprise",1290518
6/21/21 13:24,The Bill Simmons Podcast,"Part 1: Booker Torches L.A., the T-Mann Game, Gobert Issues, and a Kemba Trade With Ryen Russillo",477053
6/21/21 14:42,The Bill Simmons Podcast,"Part 1: Booker Torches L.A., the T-Mann Game, Gobert Issues, and a Kemba Trade With Ryen Russillo",2734329
6/21/21 20:58,The Bill Simmons Podcast,"Part 1: Booker Torches L.A., the T-Mann Game, Gobert Issues, and a Kemba Trade With Ryen Russillo",706384
6/21/21 21:49,The Bill Simmons Podcast,"Part 2: Philly Chokes, Hawks Fever, and a Bucks-Nets Postmortem With Ryen Russillo",2903520
6/23/21 17:28,Data Career Podcast,12: Engineering -> Data Science with Thom Ives,243832
6/27/21 17:34,"Follow Him: A Come, Follow Me Podcast featuring Hank Smith & John Bytheway",Doctrine & Covenants 71-75 Part 1 : Dr. Bradley R. Wilcox,2914452
7/3/21 14:09,The Bill Simmons Podcast,"Part 2: Looming Bucks-Suns, Dame’s Next Move, and a Special Two-Man Combo Draft",15540
7/3/21 14:12,The Bill Simmons Podcast,"Part 2: Looming Bucks-Suns, Dame’s Next Move, and a Special Two-Man Combo Draft",46565
7/3/21 14:21,The Bill Simmons Podcast,"A Bucks-Hawks Blahfest, CP3’s Legacy Run, NBA Announcer Slumps, Replay Fixes + Summer Trades w/ Bryan Curtis and Chris Mannix",559879
7/3/21 23:59,The Bill Simmons Podcast,"A Bucks-Hawks Blahfest, CP3’s Legacy Run, NBA Announcer Slumps, Replay Fixes + Summer Trades w/ Bryan Curtis and Chris Mannix",292733
7/4/21 5:39,The Bill Simmons Podcast,"A Bucks-Hawks Blahfest, CP3’s Legacy Run, NBA Announcer Slumps, Replay Fixes + Summer Trades w/ Bryan Curtis and Chris Mannix",289668
7/4/21 6:18,The Bill Simmons Podcast,"A Bucks-Hawks Blahfest, CP3’s Legacy Run, NBA Announcer Slumps, Replay Fixes + Summer Trades w/ Bryan Curtis and Chris Mannix",62631
7/4/21 6:54,The Bill Simmons Podcast,"A Bucks-Hawks Blahfest, CP3’s Legacy Run, NBA Announcer Slumps, Replay Fixes + Summer Trades w/ Bryan Curtis and Chris Mannix",2106408
7/4/21 13:52,The Bill Simmons Podcast,"A Bucks-Hawks Blahfest, CP3’s Legacy Run, NBA Announcer Slumps, Replay Fixes + Summer Trades w/ Bryan Curtis and Chris Mannix",495979
7/4/21 14:19,The Bill Simmons Podcast,"A Bucks-Hawks Blahfest, CP3’s Legacy Run, NBA Announcer Slumps, Replay Fixes + Summer Trades w/ Bryan Curtis and Chris Mannix",1491910
7/4/21 14:42,The Bill Simmons Podcast,"A Bucks-Hawks Blahfest, CP3’s Legacy Run, NBA Announcer Slumps, Replay Fixes + Summer Trades w/ Bryan Curtis and Chris Mannix",1255981
7/4/21 21:36,The Bill Simmons Podcast,"A Bucks-Hawks Blahfest, CP3’s Legacy Run, NBA Announcer Slumps, Replay Fixes + Summer Trades w/ Bryan Curtis and Chris Mannix",2517
7/4/21 21:38,The Bill Simmons Podcast,"A Bucks-Hawks Blahfest, CP3’s Legacy Run, NBA Announcer Slumps, Replay Fixes + Summer Trades w/ Bryan Curtis and Chris Mannix",100620
7/5/21 2:52,The Bill Simmons Podcast,"A Bucks-Hawks Blahfest, CP3’s Legacy Run, NBA Announcer Slumps, Replay Fixes + Summer Trades w/ Bryan Curtis and Chris Mannix",6570
7/5/21 2:52,The Ringer NBA Show,The Bucks Beat the Hawks and Advance to the NBA Finals | Postgame,9962
7/5/21 2:57,The Ringer NBA Show,The Bucks Beat the Hawks and Advance to the NBA Finals | Postgame,266965
7/7/21 22:26,The Marketing Secrets Show,The Dream 100 (Part 1 of 3),729621
7/8/21 4:12,The Bill Simmons Podcast,"Suns in Charge, Ayton Copycats, Ohtani Mania (?), and NBA Draft Stuff With Ryen Russillo",935259
7/8/21 5:23,The Bill Simmons Podcast,"Suns in Charge, Ayton Copycats, Ohtani Mania (?), and NBA Draft Stuff With Ryen Russillo",4099506
7/8/21 11:48,The Bill Simmons Podcast,"Suns in Charge, Ayton Copycats, Ohtani Mania (?), and NBA Draft Stuff With Ryen Russillo",40751
7/8/21 16:16,The Marketing Secrets Show,The Dream 100 (Part 1 of 3),722496
7/8/21 20:23,The Bill Simmons Podcast,"Suns in Charge, Ayton Copycats, Ohtani Mania (?), and NBA Draft Stuff With Ryen Russillo",238805
7/8/21 20:29,The Bill Simmons Podcast,"Suns in Charge, Ayton Copycats, Ohtani Mania (?), and NBA Draft Stuff With Ryen Russillo",332563
7/8/21 20:33,The Bill Simmons Podcast,"Suns in Charge, Ayton Copycats, Ohtani Mania (?), and NBA Draft Stuff With Ryen Russillo",253293
7/8/21 22:40,The Marketing Secrets Show,The Dream 100 (Part 1 of 3),419383
7/8/21 23:20,The Marketing Secrets Show,The Dream 100 (Part 2 of 3),2075912
7/8/21 23:58,The Marketing Secrets Show,The Dream 100 (Part 3 of 3),1487795
7/9/21 14:24,Be good to future you - hosted by Vanader,006 How do write offs work?,112021
7/9/21 20:54,The Bill Simmons Podcast,"Bucks in Trouble, McGregor’s Comeback, and a Yankees Eulogy With Ben Thompson, Ariel Helwani, and JackO",109525
7/9/21 21:38,The Bill Simmons Podcast,"Bucks in Trouble, McGregor’s Comeback, and a Yankees Eulogy With Ben Thompson, Ariel Helwani, and JackO",1824676
7/9/21 22:28,The Bill Simmons Podcast,"Bucks in Trouble, McGregor’s Comeback, and a Yankees Eulogy With Ben Thompson, Ariel Helwani, and JackO",29814
7/9/21 22:49,Be good to future you - hosted by Vanader,006 How do write offs work?,893271
7/10/21 19:07,Be good to future you - hosted by Vanader,008 How to create endless supplies of content,151324
7/11/21 16:58,"Follow Him: A Come, Follow Me Podcast featuring Hank Smith & John Bytheway",Doctrine & Covenants 76 Part 1 : Dr. Steven C. Harper,803271
7/12/21 5:20,PTI,Going Pro,1360546
7/12/21 10:16,The Bill Simmons Podcast,"The Giannis Leap, England’s Agony, and UFC 264 With Kevin O’Connor, Chris Ryan, and Kevin Clark",1981498
7/12/21 14:27,Be good to future you - hosted by Vanader,007 Turn your 1099 into a company to save $money,11520
7/12/21 16:02,The Bill Simmons Podcast,"The Giannis Leap, England’s Agony, and UFC 264 With Kevin O’Connor, Chris Ryan, and Kevin Clark",90133
7/12/21 16:21,The Bill Simmons Podcast,"The Giannis Leap, England’s Agony, and UFC 264 With Kevin O’Connor, Chris Ryan, and Kevin Clark",1121706
7/13/21 3:25,The Bill Simmons Podcast,"The Giannis Leap, England’s Agony, and UFC 264 With Kevin O’Connor, Chris Ryan, and Kevin Clark",2104640
7/13/21 4:02,The Bill Simmons Podcast,"The Giannis Leap, England’s Agony, and UFC 264 With Kevin O’Connor, Chris Ryan, and Kevin Clark",555114
7/13/21 4:09,PTI,Trying To Solve The Problem,447082
7/13/21 12:58,Impaulsive with Logan Paul,E280 Corinna Kopf Hooked Up With Your Favorite Influencer,986499
7/13/21 18:49,PTI,Trying To Solve The Problem,989888
7/14/21 3:39,PTI,Getting Ready To Move On,1102981
7/14/21 5:43,Brian Windhorst & The Hoop Collective,"Giannis Dominates, Suns Struggle To Shoot, Team USA Struggles",1868277
7/15/21 4:34,PTI,Continued Domination,1400752
7/15/21 12:02,PTI,A Little Bit Of Luck,52268
7/15/21 13:10,PTI,A Little Bit Of Luck,14466
7/16/21 1:10,The Bill Simmons Podcast,"Game 4 Overreactions, CP3’s Stinker, Kawhi Weirdness, and Draft Trades With Ryen Russillo",2675627
7/16/21 1:25,The Bill Simmons Podcast,"Game 4 Overreactions, CP3’s Stinker, Kawhi Weirdness, and Draft Trades With Ryen Russillo",734165
7/16/21 4:17,The Bill Simmons Podcast,"Game 4 Overreactions, CP3’s Stinker, Kawhi Weirdness, and Draft Trades With Ryen Russillo",126449
7/16/21 4:57,The Bill Simmons Podcast,"Game 4 Overreactions, CP3’s Stinker, Kawhi Weirdness, and Draft Trades With Ryen Russillo",2323468
7/16/21 15:19,The Bill Simmons Podcast,"Game 4 Overreactions, CP3’s Stinker, Kawhi Weirdness, and Draft Trades With Ryen Russillo",56362
7/16/21 15:25,The Bill Simmons Podcast,"Game 4 Overreactions, CP3’s Stinker, Kawhi Weirdness, and Draft Trades With Ryen Russillo",365264
7/17/21 1:13,Be good to future you - hosted by Vanader,"016 I have a big payday coming, how do I not get shafted in taxes?!?",28224
7/17/21 3:10,Data Career Podcast,"24: Don't Make This $20,000 Mistake + LinkedIn Hacks with Mark Freeman II",93122
7/17/21 3:20,The Ringer NBA Show,"What Else Is Happening in the NBA, Other Than the Finals? | The Answer",588351
7/17/21 4:52,The Ringer NBA Show,"What Else Is Happening in the NBA, Other Than the Finals? | The Answer",1805618
7/17/21 11:47,The Ringer NBA Show,"What Else Is Happening in the NBA, Other Than the Finals? | The Answer",255072
7/17/21 12:13,The Ringer NBA Show,"What Else Is Happening in the NBA, Other Than the Finals? | The Answer",1000523
7/18/21 5:39,Wait Wait... Don't Tell Me!,Phillipa Soo,60000
7/18/21 6:30,Wait Wait... Don't Tell Me!,Phillipa Soo,2968882
7/18/21 20:23,The Ringer NBA Show,Bucks Win Game 5 to Take a 3-2 Series Lead | Postgame,2074801
7/19/21 4:20,The Bill Simmons Podcast,"Bucks on the Brink, Giannis vs. History, Finals Leaps, and NFL Bets With Joe House",3157
7/19/21 4:38,The Bill Simmons Podcast,"Bucks on the Brink, Giannis vs. History, Finals Leaps, and NFL Bets With Joe House",1086128
7/19/21 11:52,The Bill Simmons Podcast,"Bucks on the Brink, Giannis vs. History, Finals Leaps, and NFL Bets With Joe House",991420
7/20/21 11:56,The Bill Simmons Podcast,"Bucks on the Brink, Giannis vs. History, Finals Leaps, and NFL Bets With Joe House",1837569
7/20/21 12:31,The Bill Simmons Podcast,"Bucks on the Brink, Giannis vs. History, Finals Leaps, and NFL Bets With Joe House",451084
7/20/21 12:35,John Mayer,Carry Me Away,159133
7/20/21 12:39,John Mayer,Slow Dancing in a Burning Room,242000
7/20/21 12:44,John Mayer,Last Train Home,187306
7/20/21 12:47,John Mayer,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",168120
7/20/21 12:47,John Mayer,Gravity,4318
7/20/21 12:48,John Mayer,I Guess I Just Feel Like,30023
7/20/21 12:50,John Mayer,I Guess I Just Feel Like,1207
7/20/21 12:54,John Mayer,All I Want Is to Be With You,244200
7/20/21 12:54,John Mayer,Waiting On the World to Change,30084
7/20/21 12:58,John Mayer,Waiting On the World to Change,22616
7/20/21 13:10,The Marketing Secrets Show,The Secret Ratio: Production Vs Consumption,693278
7/20/21 20:06,Be good to future you - hosted by Vanader,015 how do I learn how to make apps and code?,378160
7/21/21 5:08,Brian Windhorst & The Hoop Collective,"Team USA's Olympic Chances, Dame's Future, Can The Bucks Close Out The Finals?",3361979
7/21/21 6:15,Brian Windhorst & The Hoop Collective,"Team USA's Olympic Chances, Dame's Future, Can The Bucks Close Out The Finals?",3406903
7/21/21 8:16,Brian Windhorst & The Hoop Collective,"Team USA's Olympic Chances, Dame's Future, Can The Bucks Close Out The Finals?",3406903
7/21/21 13:42,The Bill Simmons Podcast,An Immortal Giannis Game and Milwaukee’s Title with Ryen Russillo ,1679052
7/22/21 21:40,Brian Windhorst & The Hoop Collective,Bucks Clinch - NBA Finals Game 6 Reaction,1266682
7/23/21 4:58,Brian Windhorst & The Hoop Collective,Bucks Clinch - NBA Finals Game 6 Reaction,1876729
7/23/21 16:24,Be good to future you - hosted by Vanader,015 how do I learn how to make apps and code?,479957
7/23/21 22:04,PTI,Statement Finished,1375656
7/23/21 23:18,The Marketing Secrets Show,Clubhouse Q&A - Round 3!,1989346
7/23/21 23:22,Creator Club | Social Media Marketing & Content Creation,How I grew from 1K to 5K Instagram Followers FAST,278337
7/24/21 0:22,Data Career Podcast,25: How To Become A Leader in Analytics with Dustin Schimek,15859
7/24/21 0:22,Data Career Podcast,25: How To Become A Leader in Analytics with Dustin Schimek,1635218
7/24/21 0:48,The Ringer NBA Show,How Did Giannis Rise to the Top of the NBA? | The Answer,915719
7/24/21 3:59,Kanye West,Everything We Need,116559
7/24/21 4:02,Migos,Having Our Way (feat. Drake),190233
7/27/21 1:09,The Bill Simmons Podcast,"An NBA Mock Draft War Room With Kevin O’Connor, Jonathan Tjarks, and J. Kyle Mann",1809226
7/27/21 4:24,The Bill Simmons Podcast,"An NBA Mock Draft War Room With Kevin O’Connor, Jonathan Tjarks, and J. Kyle Mann",2728675
7/28/21 5:19,The Bill Simmons Podcast,"An NBA Mock Draft War Room With Kevin O’Connor, Jonathan Tjarks, and J. Kyle Mann",35178
7/28/21 5:40,The Bill Simmons Podcast,"Zion’s Murky NOLA Future With Justin Verrier. Plus, Kenny Smith on Giannis vs. Hakeem.",1241408
7/28/21 13:33,Brian Windhorst & The Hoop Collective,"Team USA Men's Basketball Has Tough Olympic Start, NBA Draft Preview",3944745
7/28/21 13:46,The Bill Simmons Podcast,"Zion’s Murky NOLA Future With Justin Verrier. Plus, Kenny Smith on Giannis vs. Hakeem.",789849
7/28/21 19:18,PTI,Groundbreaking,1358930
7/28/21 20:17,PTI,Is Everyone On The Move?,72864
7/28/21 21:44,The Ringer NBA Show,Did Anybody Win the Grizzlies-Pelicans Trade? Plus: NBA Draft Cram Session. | Group Chat,1963055
7/28/21 22:47,The Ringer NBA Show,Did Anybody Win the Grizzlies-Pelicans Trade? Plus: NBA Draft Cram Session. | Group Chat,1223686
7/29/21 5:49,PTI,Ever Evolving,1399472
7/29/21 14:12,PTI,Will That Be A Return,6106
7/29/21 14:48,The Ben Shapiro Show,Ep. 1306 - F*** The CDC,2027218
7/30/21 1:02,The Ringer NBA Show,"Scenario Mock Draft, Trades Ideas, and Second-Round Sleepers | Ringer NBA University ",17840
7/30/21 1:04,Impaulsive with Logan Paul,E284 Our Last Episode In LA...,19156
7/30/21 1:43,BFFs featuring Josh Richards and Dave Portnoy     ,JAKE PAUL ON HIS BET AGAINST TYRON WOODLEY — BFFs EP. 39       ,1955073
7/30/21 1:51,BFFs featuring Josh Richards and Dave Portnoy     ,JAKE PAUL ON HIS BET AGAINST TYRON WOODLEY — BFFs EP. 39       ,388330
7/30/21 5:41,The Bill Simmons Podcast,"NBA Draftapalooza, Part 1: Westbrook to the Lakers and Hield’s Trade Upside With Ryen Russillo and Kevin O’Connor",2489157
7/30/21 6:20,The Bill Simmons Podcast,"NBA Draftapalooza, Part 2: Cade to Detroit and 2 Semi-shockers in Top Six With Ryen Russillo and Kevin O’Connor",2321763
7/30/21 7:05,The Bill Simmons Podcast,"NBA Draftapalooza, Part 3: GSW Goes Young, Spurs Go Loco + Rest of Lottery With Ryen Russillo and Kevin O’Connor",2752862
7/30/21 12:08,The Bill Simmons Podcast,"NBA Draftapalooza, Part 2: Cade to Detroit and 2 Semi-shockers in Top Six With Ryen Russillo and Kevin O’Connor",1546262
7/30/21 12:52,The Bill Simmons Podcast,"NBA Draftapalooza, Part 3: GSW Goes Young, Spurs Go Loco + Rest of Lottery With Ryen Russillo and Kevin O’Connor",2593506
7/30/21 13:01,The Bill Simmons Podcast,"NBA Draftapalooza, Part 4: Winners + Losers With Ryen Russillo and Kevin O’Connor",242881
7/30/21 13:07,Billie Eilish,Happier Than Ever,298899
7/30/21 13:10,The Kid LAROI,STAY (with Justin Bieber),141805
7/30/21 13:14,Ed Sheeran,Bad Habits,231041
7/30/21 13:15,Måneskin,Beggin',8960
7/30/21 13:15,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),7954
7/30/21 13:18,Olivia Rodrigo,good 4 u,178146
7/30/21 13:19,Bruno Mars,Skate,1962
7/30/21 13:19,Dua Lipa,Levitating (feat. DaBaby),4928
7/30/21 13:19,Doja Cat,Kiss Me More (feat. SZA),71636
7/30/21 13:19,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),2133
7/30/21 13:20,Marshmello,Leave Before You Love Me (with Jonas Brothers),1834
7/30/21 13:20,Bruno Mars,Leave The Door Open,2240
7/30/21 13:20,Camila Cabello,Don't Go Yet,1280
7/30/21 13:20,Lil Nas X,MONTERO (Call Me By Your Name),2560
7/30/21 13:20,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),618
7/30/21 13:20,Billie Eilish,NDA,1237
7/30/21 13:20,Glass Animals,Heat Waves,1386
7/30/21 13:20,Post Malone,Motley Crew,2901
7/30/21 13:22,BTS,Permission to Dance,74496
7/30/21 13:25,Tai Verdes,A-O-K,173640
7/30/21 13:28,Glass Animals,Heat Waves (with iann dior),175301
7/30/21 13:31,Tai Verdes,DRUGS,159546
7/30/21 13:33,Claire Rosinkranz,Hotel,134781
7/30/21 13:36,Tai Verdes,we would have some cute kids.,155480
7/30/21 13:40,Surfaces,Wave of You,213842
7/30/21 13:40,Kid Quill,Curbside,20801
7/30/21 13:41,Arden Jones,Parallel Parking,39566
7/30/21 13:44,Arden Jones,Parallel Parking,7848
7/30/21 14:27,The Bill Simmons Podcast,"NBA Draftapalooza, Part 4: Winners + Losers With Ryen Russillo and Kevin O’Connor",2473602
7/30/21 17:41,The Bill Simmons Podcast,"NBA Draftapalooza, Part 4: Winners + Losers With Ryen Russillo and Kevin O’Connor",383445
7/30/21 21:30,BFFs featuring Josh Richards and Dave Portnoy     ,JAKE PAUL ON HIS BET AGAINST TYRON WOODLEY — BFFs EP. 39       ,1454357
7/31/21 4:20,BFFs featuring Josh Richards and Dave Portnoy     ,JAKE PAUL ON HIS BET AGAINST TYRON WOODLEY — BFFs EP. 39       ,856351
7/31/21 5:30,Brian Windhorst & The Hoop Collective,"Reaction To The Westbrook Trade, NBA Draft Recap",3205700
7/31/21 9:08,Brian Windhorst & The Hoop Collective,"Reaction To The Westbrook Trade, NBA Draft Recap",15556
7/31/21 9:35,PTI,New Destinations ,1403088
7/31/21 9:36,PTI,Is It Significant? ,6687
7/31/21 18:08,BFFs featuring Josh Richards and Dave Portnoy     ,"NATALIE NOEL TALKS DAVID DOBRIK, VLOG SQUAD, & SI SWIMSUIT DEBUT — BFFs EP. 40       ",3549286
7/31/21 19:04,Be good to future you - hosted by Vanader,008 How to create endless supplies of content,1695335
7/31/21 19:31,BFFs featuring Josh Richards and Dave Portnoy     ,"THOMAS PETROU ON DAISY KEECH LAWSUIT, THE HYPE HOUSE DOC, & LIL HUDDY — BFFs EP. 41       ",1456355
7/31/21 20:31,BFFs featuring Josh Richards and Dave Portnoy     ,"THOMAS PETROU ON DAISY KEECH LAWSUIT, THE HYPE HOUSE DOC, & LIL HUDDY — BFFs EP. 41       ",2137874
7/31/21 22:00,BFFs featuring Josh Richards and Dave Portnoy     ,"THOMAS PETROU ON DAISY KEECH LAWSUIT, THE HYPE HOUSE DOC, & LIL HUDDY — BFFs EP. 41       ",10154
7/31/21 23:07,The Ringer NBA Show,"Free Agency Primer, Russ to Lakers, the Chris Paul Effect, and Bargain-Bin Free Agents | Group Chat",1631981
8/1/21 7:21,First Take,Hour 1: Russ To Lakers,1875562